agent,activity01,activity02,activity03,activity04,activity05,activity06,activity07,activity08,activity09,activity10,activity11,activity12,activity13,activity14,activity15,activity16,activity17,activity18,activity19,activity20,activity21,activity22,activity23,activity24,activity25,activity26,activity27,activity28,activity29,activity30,activity31,activity32,activity33,activity34,activity35,activity36,activity37,activity38,activity39,activity40,activity41,activity42,activity43,activity44,activity45,activity46,activity47,activity48,activity49,activity50,activity51,activity52,activity53,activity54,activity55,activity56,activity57,activity58,activity59,activity60,activity61,activity62,activity63,activity64,activity65,activity66,activity67,activity68,activity69,activity70,activity71,activity72
Hamm                     ,95.48,115.73,131.45,64.47,121.76,88.87,334.73,353.59,287.01,344.27,311.4,347.31,280.78,338.04,338.13,271.58,328.84,346.34,365.49,298.94,356.2,323.33,355.83,289.31,346.57,349.63,283.08,340.34,345.46,278.92,336.18,336.41,355.71,289.18,346.44,313.57,310.46,243.89,301.15,322.59,256.02,313.28,304.91,324.24,282.1,306.91,326.2,284.06,278.93,298.21,256.07,311.08,244.55,301.81,333.3,266.77,324.03,318.65,252.13,309.38,333.79,351.44,284.7,330.7,347.75,281.07,296.81,314.18,247.54,259.96,277.53,210.92
Hamminkeln               ,90.41,114.47,117.58,60.81,118.34,87.74,324.56,334.13,277.93,335.41,304.85,327.82,271.71,329.18,317.85,261.7,319.18,335.84,345.71,289.57,347.05,316.5,336.84,280.74,338.21,330.09,273.95,331.42,326.23,270.1,327.58,326.25,336.31,280.2,337.68,307.13,290.44,234.27,291.75,302.62,246.44,303.92,295.27,305.39,276.21,297.07,307.15,277.96,268.95,279,249.81,291.57,235.45,292.93,313.59,257.47,314.94,299.89,243.79,301.27,323.87,332.39,275.96,319.02,328.84,272.5,284.72,294.89,238.61,247.73,257.03,200.79
Hellenthal               ,-79.98,-80.04,-60.83,-117.61,-62.91,-93.62,94.11,115.65,59.99,114.45,83.94,107.09,51.7,106.1,94.95,39.34,93.79,106.77,128.84,73.44,127.84,97.38,117.33,62.03,116.41,106.54,50.94,105.39,101.24,45.67,100.11,93.36,115.46,60.07,114.47,84.02,67.85,12.15,66.62,78.69,22.94,77.42,63.23,85.48,54.1,67.35,89.66,58.32,38.09,60.3,28.91,70.48,15.08,69.48,91.19,35.74,90.15,80.62,25.33,79.71,107.65,128.13,71.96,97.14,117.99,62,58.98,80.1,24.24,19.69,41.01,-14.76
Hilden                   ,25.64,43.4,54.83,-13.03,44.34,11.37,250.75,264.79,197.22,254.57,221.62,256.62,189.08,246.43,248.98,181.43,238.79,261.34,275.6,208.06,265.41,232.46,264.75,197.22,254.57,260.52,192.2,250.32,256.28,187.97,245.32,251.31,264.94,197.41,254.76,221.81,221.8,154.24,211.59,235.05,167.49,224.85,219.59,233.24,190.11,221.54,235.16,192.02,193.73,207.34,164.21,220.36,152.83,210.18,242.65,175.12,232.47,227.52,159.99,217.34,257.88,266.78,199.1,249.23,262.72,195.09,214.31,228.07,160.46,176.7,190.63,123.04
Hoevelhof                ,-251.01,-32.3,-33.21,-91.99,-34.24,-65.04,252.73,257.76,199.8,257.49,226.75,265.46,207.64,265.32,247.48,189.58,247.27,269.98,275.52,217.64,275.32,244.58,276.05,218.25,275.93,263.93,205.3,262.98,261.97,204.13,261.81,269.15,274.43,216.61,274.29,243.56,216.52,158.59,216.28,229.19,171.27,228.95,240.15,245.56,214.71,239.48,244.75,213.88,210.83,216.06,185.18,229.41,171.59,229.27,250.44,192.61,250.29,240.6,182.81,240.49,217.53,219.83,161.5,227.28,230.61,172.41,202.82,202.66,144.57,172.67,172.99,114.96
Holzwickede              ,151.11,179.47,201.6,137.41,194.32,161.76,400.43,427.44,363.96,420.8,388.3,422.82,359.45,416.28,411.3,347.88,404.71,412.97,440.35,376.95,433.78,401.29,432.37,369.02,425.85,423.16,359.74,416.58,418.86,355.45,412.29,403.69,431.29,367.92,424.75,392.26,382.02,318.55,375.39,393.43,329.95,386.79,372.86,400.53,361.51,375.33,402.97,363.95,346.67,374.26,335.23,386.56,323.19,380.02,408.33,344.95,401.79,395.32,331.97,388.81,396.03,419.4,355.62,393.35,417.33,353.66,358.03,384.53,320.93,321.88,348.66,285.01
Hopsten                  ,-75.59,128.06,134.89,77.61,135.23,104.55,351.09,361.55,304.83,362.4,331.77,355.37,298.73,356.3,344.86,288.19,345.75,361.77,372.5,315.83,373.4,342.77,364.19,305.46,363.02,358.16,301.5,359.07,354.2,297.55,355.12,352.92,363.86,307.22,364.78,334.16,317.85,261.16,318.72,330.49,273.8,331.37,322.22,333.23,301.44,323.62,334.56,302.76,295.73,306.65,276.95,319.21,262.57,320.13,341.18,284.54,342.1,327.73,269,326.56,347.48,356.49,298.45,344.93,353.4,296.56,311.46,320.3,263.51,274.92,284,227.25
Issum                    ,32.39,51.87,64.41,0.84,51.78,19.86,261.25,276.43,212.38,263.3,231.4,267.37,204.12,255.04,258.98,195.71,246.63,271.08,285.7,222.44,273.36,241.46,275.48,212.23,263.15,270.92,207.66,258.58,266.4,203.15,254.07,260.94,275.69,212.44,263.36,231.46,232.08,168.81,219.73,244.87,181.6,232.52,229.34,244.11,199.89,231.35,246.09,201.86,203.5,218.23,174,231.08,167.83,218.75,253.42,190.17,241.09,238.36,175.12,226.04,267.23,277.24,213.85,258.75,273.36,210.02,223.93,238.81,175.49,186.37,201.41,138.11
Juechen                  ,67.35,86.33,105.01,42.95,99.36,67.22,288.65,315.12,253.98,310.27,278.24,307.57,246.58,302.84,297.7,235.52,291.8,300.5,327.37,265.23,321.5,289.49,317.94,256.99,313.25,307.45,245.26,301.54,302.9,240.73,297,290.29,316.25,255.26,311.52,279.52,266.92,205.75,262.04,278.62,217.44,273.73,258.76,284.77,248.04,262.61,288.66,251.95,233.56,259.53,222.8,271.41,210.41,266.68,292.67,231.66,287.93,279.81,218.84,275.1,287.83,311.89,250.33,282.24,306.86,245.44,247.32,272.32,211,210.2,235.47,174.21
Kirchlengern             ,88.55,107.98,124.51,57.94,115.18,82.33,326.17,344.81,278.69,335.9,303.08,338.71,272.65,329.85,329.29,263.2,320.4,336.52,356.55,290.47,347.67,314.86,347.2,281.14,338.34,340.62,274.54,331.74,336.3,270.22,327.42,326.94,347.15,281.09,338.29,305.47,301.07,234.96,292.16,313.36,247.25,304.45,295.39,315.63,273.96,297.46,317.66,275.99,269.4,289.58,247.91,302.47,236.41,293.61,324.6,258.54,315.74,310.08,244.03,301.23,324.45,342.93,276.63,321.03,338.93,272.7,287,305.22,239.04,250.09,268.52,202.37
Lengerich                ,58.86,79.82,85.88,29,86.52,55.93,286.96,295.5,239.18,296.65,266.1,287.76,231.52,288.98,277.65,221.37,278.83,296.6,305.39,249.12,306.58,276.04,296.46,240.23,297.69,290.18,233.91,291.37,285.7,229.44,286.9,287.25,296.24,240,297.46,266.92,250.02,193.71,251.18,262.46,206.15,263.61,255.41,265.22,235.91,258.21,267.21,237.89,230.03,239.01,209.69,251.56,195.32,252.78,273.38,217.14,274.6,259.73,203.5,260.96,286.79,294.77,238.22,282,290.48,233.25,247.2,255.25,198.85,209.87,218.14,161.77
Leverkusen               ,58.02,77.08,93.44,29.74,86.56,54.09,282.11,306.17,243.24,299.98,267.58,298.14,235.31,292.03,288.03,225.14,281.87,293.1,317.5,254.65,311.37,278.98,308.02,244.12,300.84,299.49,236.61,293.34,295.3,232.45,289.17,282.32,306.87,244.05,300.77,268.38,259.76,196.83,253.56,271.68,208.75,265.48,251.48,276.1,236.53,254.34,278.96,239.39,225.85,250.43,211.95,261.84,199.01,255.73,283.7,220.87,277.59,270.79,206.9,263.62,280.59,303.07,239.03,275.37,297.63,234.47,240.58,263.2,200.13,203.44,226.32,163.3
Lippetal                 ,-276.26,-86.66,-77.71,-145.29,-87.98,-120.9,205.29,220.32,153.6,210.84,177.99,232.76,166.22,223.45,213.09,146.47,203.71,230.41,242.09,175.48,232.72,199.87,244.78,178.27,235.49,224.63,158.01,215.25,224.38,157.79,215.03,225.48,241.86,175.32,232.56,199.71,180.79,109.92,167.16,192.48,121.6,178.84,195.59,212.07,169.93,195.86,212.23,170.08,166.66,182.96,140.8,196.68,130.14,187.37,217.87,151.32,208.55,207.7,141.19,198.42,160.87,172.97,105.82,171.77,184.94,117.95,148.88,162.82,95.93,120.27,134.75,67.95
Lotte                    ,33.83,52.53,56.91,-0.45,57.13,26.48,256.57,264,207.14,264.68,234.07,256.01,198.45,256.75,246.45,189.62,247.16,266.3,273.97,217.16,274.69,244.09,264.58,207.03,264.57,258.84,202.03,259.57,254.48,197.68,255.22,256.61,264.47,206.91,264.45,233.84,219.53,162.69,220.22,231.88,175.03,232.57,225.45,233.35,202.74,227.31,235.17,204.55,199.37,207.21,176.58,219.87,162.32,220.62,241.8,185,242.54,227.83,170.28,227.82,262.56,264.59,207.53,257.33,259.83,202.85,222.18,224.99,168.06,180.38,187.58,130.68
Luedinghausen            ,95.56,116.94,133.06,70.16,121.04,89.17,337.35,356.58,294.05,344.9,313.06,349.5,287.02,337.87,340.77,278.27,329.12,348.17,367.64,305.14,356,324.15,357.77,295.3,346.15,352.35,289.85,340.7,347.91,285.42,336.27,338.26,357.88,295.4,346.25,314.41,313.26,250.75,301.6,325.8,263.29,314.14,306.72,326.37,282.91,308.71,328.33,284.86,280.83,300.43,256.96,313.28,250.8,301.65,335.55,273.07,323.92,320.72,258.25,309.1,336.33,354.37,291.7,333.35,350.78,288.17,299.41,317.15,254.57,262.45,280.39,217.84
Marienmuenster           ,30.35,44.22,67.35,7.28,63.16,31.47,234.73,261.07,202.01,257.73,226.18,256.99,198.18,253.86,245.09,185.38,241.07,250.1,277.06,217.44,273.12,241.6,266.77,208.01,263.68,254.79,195.05,250.75,249.8,190.08,245.78,239.14,265.5,206.7,262.37,230.86,215.2,156.15,211.87,224.69,165.6,221.32,207.8,234.22,199.59,211.43,237.88,203.27,182.25,208.61,173.97,220.71,161.9,217.58,242.39,182.79,238.47,229.53,170.77,226.44,244.25,265.01,205.52,237.18,258.46,199.13,201.33,222.98,163.77,163.62,185.53,126.4
Mechernich               ,-41.88,-33.28,-15.99,-79.13,-22.62,-54.85,158.01,178.16,115.78,172.19,140.05,170.72,108.49,164.87,160.53,98.22,154.61,169.91,190.47,128.2,184.59,152.47,180.58,118.38,174.76,170.45,108.13,164.52,165.85,103.55,159.94,158.58,179.27,117.04,173.42,141.31,131.51,69.13,125.53,142.33,79.92,136.33,126.96,147.69,109.74,130.54,151.31,113.36,101.73,122.42,84.46,134.46,72.23,128.61,155.94,93.69,150.07,142.58,80.38,136.75,164.09,182.96,120.24,156.21,175.53,112.93,119.75,139.38,76.87,81.56,101.41,38.96
Meerbusch                ,52.11,73.15,89.72,27.5,78.28,46.5,281.46,300.29,238.51,289.26,257.51,294.04,232.33,283.07,284.74,223,273.74,292.21,312.11,250.38,301.12,269.37,302.86,241.16,291.9,296.07,234.34,285.08,292.09,230.37,281.11,282.43,302.49,240.78,291.53,259.78,256.65,194.89,245.64,269.72,207.96,258.7,251,271.1,228.4,253.08,273.14,230.43,225.01,245.06,202.34,257.81,196.1,246.84,280.02,218.3,269.05,265.55,203.85,254.59,281.83,300.22,238.27,277.49,295.6,233.72,242.97,261.39,199.55,205.79,224.43,162.62
Mettmann                 ,122.34,144.63,163.78,98.34,155.43,122.71,362.8,384.11,319.23,376.28,343.6,380.79,316,373.04,370.71,305.88,362.92,377.28,399.02,334.21,391.25,358.58,390.1,325.33,382.37,381.28,316.46,373.5,377.94,313.13,370.17,367.35,389.27,324.48,381.52,348.85,342.04,277.19,334.23,353.91,289.05,346.1,335.97,357.93,317.52,337.97,359.89,319.47,309.8,331.69,291.26,344.55,279.76,336.8,366.65,301.86,358.9,352.51,287.73,344.77,361.12,382.03,316.92,356.98,379.56,314.55,323.4,344.25,279.29,286.92,308.02,243.1
Moenchengladbach         ,56.88,76.18,91.66,27.36,84.24,51.7,282.02,305.13,241.53,298.34,265.87,297.38,233.87,290.67,287.65,224.1,280.9,292.62,316.04,252.51,309.31,276.85,307,242.42,300.31,298.25,234.69,291.49,293.69,230.15,286.95,282.35,305.93,242.43,299.23,266.77,258.13,194.52,251.33,270.23,206.62,263.43,250.97,274.61,235.46,254.11,277.75,238.6,225.53,249.13,209.97,261.12,197.62,254.41,282.91,219.4,276.2,269.36,205.88,262.67,280.49,302.07,237.39,275.43,296.77,232.97,240.7,262.4,198.68,203.59,225.54,161.86
Nettetal                 ,21.98,39.31,57.53,-3.28,47.34,15.72,242.98,264.43,204.24,254.8,223.23,254.96,194.07,244.62,245.39,185.22,235.78,252.37,274.06,213.92,264.48,232.9,264.16,203.28,253.84,257.87,197.72,248.28,253.43,192.53,243.85,241.65,263.49,202.61,253.16,221.59,218.22,158.03,208.59,230.69,170.5,221.07,210.96,232.88,191,213.35,235.24,193.35,185.21,207.07,165.18,218.55,157.66,208.22,240.55,179.66,230.22,227.39,166.52,217.08,246.77,262.63,202.17,241.23,257.59,197.22,206.06,222.75,162.45,164.38,185.48,125.22
Nottuln                  ,-169.65,26.63,40.96,-25.56,31.64,-1.18,260.64,278.36,212.48,269.63,236.86,279.05,213.29,270.43,267.01,201.2,258.34,277.05,295.28,229.48,286.62,253.86,288.56,222.8,279.94,278.02,212.21,269.35,274.66,208.87,266.01,269.23,287.71,221.95,279.09,246.33,236.65,170.8,227.95,248.36,182.51,239.66,238.17,256.7,215.32,239.77,258.25,216.86,211.44,229.88,188.49,242.91,177.15,234.29,264.89,199.12,256.26,251.53,185.78,242.92,252.93,265.49,199.34,249.09,266.52,200.48,217.89,235.79,169.82,183.08,201.29,134.6
Ostbevern                ,-75.45,136.22,142.07,84.59,142.23,111.53,368.08,378.61,319.61,377.2,346.55,372.62,315.8,373.39,361.79,304.94,362.53,380.73,389.5,332.65,390.25,359.59,381.64,324.84,382.42,374.34,317.5,375.09,370.69,313.86,371.45,372.14,381.13,324.31,381.9,351.25,333.78,276.91,334.5,346.36,289.48,347.07,341.33,350.38,320.52,342.73,351.72,321.84,314.77,323.74,293.86,336.48,279.66,337.25,358.47,301.65,359.24,344.95,288.15,345.74,360.88,368.75,311.62,359.93,368.42,311.38,326.43,336.43,279.45,290.62,300.88,243.95
Radevormwald             ,1.08,11.6,33.74,-25.82,29.85,-1.67,203.84,224.96,166.49,221.97,190.61,217.6,159.32,214.77,205.96,147.54,203.01,216.54,238.15,179.84,235.3,203.96,227.95,169.73,225.17,217.82,159.42,214.89,213.38,155.02,210.48,204.56,226.28,168.01,223.46,192.13,178.37,119.89,175.38,193.19,130.49,185.98,174.34,196.18,162.07,177.69,199.56,165.46,148.56,170.33,136.2,181.18,122.9,178.35,202.38,144.07,199.52,191.08,132.88,188.31,208.91,232.76,173.79,201.07,225.41,166.61,164.7,189.39,126.52,126.62,151.55,88.77
Ratingen                 ,80.32,98.34,117.21,51.91,108.97,76.28,310.82,331.91,267.19,324.19,291.55,327.56,262.94,319.93,317.01,252.34,309.34,323.81,345.28,280.63,337.62,304.99,336.83,272.23,329.22,328.41,263.75,320.74,324.82,260.18,317.17,314.41,336.08,271.46,328.45,295.82,288.54,223.84,280.84,301.12,236.43,293.43,283.19,304.91,264.67,285.17,306.84,266.59,256.92,278.57,238.31,291.35,226.73,283.72,313.31,248.69,305.68,299.53,234.93,291.92,311.16,331.23,266.28,306.27,327.65,262.79,272.04,293.77,227.87,235.16,256.03,191.27
Salzkotten               ,28.85,46.46,61.52,-4.91,52.29,19.47,252.1,270.15,204.18,261.34,228.56,261.8,195.89,253.05,252.54,186.6,243.76,262.54,280.09,214.16,271.31,238.54,270.36,204.46,261.61,264.26,198.32,255.48,259.82,193.9,251.05,252.52,270.23,204.32,261.48,228.7,225.69,158.96,216.12,237.95,171.21,228.37,221.12,238.88,197.35,223.27,240.99,199.46,195.19,212.89,171.35,225.57,159.66,216.82,247.66,181.74,238.9,233.31,167.41,224.56,257.36,270.03,203.87,248.26,265.58,199.49,213.33,230.96,164.92,175.88,193.71,127.71
Schleiden                ,-98.24,-97.76,-80.67,-140.52,-84.91,-116.37,78.87,98.34,39.45,94.88,63.57,89.91,31.23,86.63,78.78,19.95,75.37,90.7,110.64,51.93,107.33,76.05,99.89,41.28,96.66,89.5,30.67,86.1,84.39,25.58,81,78.32,98.35,39.68,95.07,63.8,50.88,-8.03,47.41,62.02,3.08,58.52,47.4,67.51,33,51.34,71.51,37.02,22.33,42.41,7.89,53.4,-5.28,50.11,74.44,15.73,71.13,62.56,3.95,59.34,91.36,109.76,50.44,81.23,100.01,40.84,43.31,62.35,3.29,4.16,23.4,-35.59
Schwerte                 ,139.33,166.56,188.13,123.84,180.76,148.19,386.57,413.09,349.5,406.36,373.85,407.72,344.23,401.08,397.09,333.44,390.29,398.82,425.7,362.07,418.92,386.42,417.29,353.82,410.66,408,344.35,401.2,403.71,340.08,396.92,389.29,416.26,352.78,409.62,377.12,367.23,303.65,360.5,378.98,315.4,372.25,358.08,385.1,345.98,360.83,387.84,348.71,332.22,359.18,320.04,371.49,308,364.85,393.29,329.8,386.65,379.89,316.42,373.27,382.15,404.92,341.03,379.21,402.58,338.8,345.82,369.59,305.89,309.57,333.62,269.96
Selm                     ,111.92,134.93,150.32,87.28,138.18,106.29,357.95,375.12,312.44,363.31,331.45,368.5,305.86,356.73,359.92,297.27,348.14,369.33,386.76,324.11,374.98,343.12,376.8,314.17,365.04,371.14,308.48,359.35,366.82,304.17,355.04,359.3,376.86,314.23,365.1,333.24,332.2,269.53,320.41,344.71,282.03,332.91,327.65,345.25,301.62,329.68,347.24,303.61,301.82,319.37,275.74,332.28,269.64,320.52,354.59,291.95,342.82,339.6,276.97,327.84,356.23,373.22,310.4,352.59,371.18,308.41,318.91,337.81,275.08,282.11,301.2,238.5
Siegen                   ,56.6,71.17,93.23,35.96,91.08,60.01,264.95,293.99,238.03,292.91,262.04,286.23,230.48,285.32,273.65,217.73,272.61,276.46,305.93,250.13,304.98,274.14,296.7,241.01,295.84,287.02,231.15,286.01,282.47,226.63,281.49,265.13,294.75,239.01,293.85,263.02,246.44,190.46,245.34,256.74,200.71,255.61,235.78,265.58,233.91,239.14,268.96,237.3,209.69,239.4,207.7,249.87,194.11,248.96,270.62,214.83,269.67,260.62,204.96,259.78,266.77,294.9,237.56,259.65,288.33,231.18,223.8,252.09,195.86,186.1,214.66,158.53
Soest                    ,119.78,141.78,161.01,95.64,152.72,120.01,360.22,381.64,316.86,373.89,341.22,377.36,312.67,369.69,367.13,302.4,359.43,373.59,395.41,330.69,387.71,355.05,386.58,321.9,378.92,377.7,312.97,369.99,374,309.28,366.3,363.91,385.91,321.22,378.24,345.59,338.1,273.33,330.36,349.66,284.88,341.91,332.36,354.4,314.08,334.62,356.63,316.3,306.33,328.3,287.97,341.14,276.44,333.47,363.1,298.4,355.42,349.03,284.35,341.37,357.81,378.8,313.78,353.58,376.24,311.31,319.95,342.98,276.01,283.45,304.62,239.8
Sonsbeck                 ,47.27,67.83,84.18,21.93,72.72,40.93,276.47,295.08,233.27,284.03,252.27,287.82,226.06,276.82,278.64,216.86,267.62,286.93,305.81,244.03,294.79,263.03,296.44,234.7,285.45,290.35,228.57,279.33,286.05,224.29,275.04,276.41,296.22,234.47,285.23,253.47,250.9,189.1,239.86,263.19,201.39,252.15,245.02,264.87,222.13,247.1,266.92,224.17,219.04,238.83,196.08,251.53,189.77,240.53,273.7,211.94,262.7,259.3,197.55,248.31,276.5,294.67,232.68,272.07,289.96,228.04,237.45,255.65,193.77,200.2,218.59,156.75
Straelen                 ,50.41,70.62,89.7,24.65,75.28,43.64,278.44,300.09,239.83,290.41,258.81,291.67,231.48,282.05,281.78,221.55,272.12,287.55,310.23,250.02,300.59,269,300.86,240.68,291.25,294.43,234.21,284.78,290.17,229.97,280.54,277.33,300.18,239.99,290.57,258.98,254.49,194.23,244.81,267.16,206.9,257.48,246.63,269.55,228.37,248.78,271.67,230.47,220.61,243.47,202.27,255.23,195.04,245.61,277.3,217.1,267.67,264.02,203.85,254.42,276.89,297.9,237.37,272.08,292.82,232.39,237.34,258.43,198.06,200.1,221.42,161.1
Suedlohn                 ,55.9,72.98,85.61,30.24,90.92,61.24,267.91,283.22,233.12,289.46,259.92,278.57,228.69,285,266.47,216.46,272.79,279.31,295.03,245.06,301.38,271.86,288.37,238.54,294.84,279.58,229.62,285.94,275.96,226.04,282.35,271.1,287.13,237.26,293.57,264.06,238.69,188.62,244.95,251.54,201.48,257.81,240.97,257.13,234.09,242.16,258.22,235.16,213.9,229.92,206.84,242.21,192.33,248.64,264.05,214.16,270.47,251.78,201.97,258.26,274.72,285.07,234.49,264.04,279.12,228.71,228.54,244.01,192.95,191.01,206.76,155.78
Tecklenburg              ,52.74,73.12,78.9,21.96,79.49,48.89,279.41,287.63,231.25,288.73,258.18,279.77,223.47,280.94,269.73,213.39,270.86,288.99,297.45,241.12,298.59,268.04,288.45,232.17,289.63,282.24,225.91,283.38,277.74,221.42,278.89,279.59,288.25,231.95,289.41,258.87,242.14,185.77,243.24,254.58,198.21,255.68,248.5,257.21,227.85,250.54,259.21,229.84,222.38,231.02,201.64,243.58,187.28,244.74,265.4,209.1,266.57,251.71,195.43,252.9,279.6,287.26,230.66,274.67,282.84,226.32,239.79,248.28,191.05,202.4,210.34,153.92
