agent,activity01,activity02,activity03,activity04,activity05,activity06,activity07,activity08,activity09,activity10,activity11,activity12,activity13,activity14,activity15,activity16,activity17,activity18,activity19,activity20,activity21,activity22,activity23,activity24,activity25,activity26,activity27,activity28,activity29,activity30,activity31,activity32,activity33,activity34,activity35,activity36,activity37,activity38,activity39,activity40,activity41,activity42,activity43,activity44,activity45,activity46,activity47,activity48,activity49,activity50,activity51,activity52,activity53,activity54,activity55,activity56,activity57,activity58,activity59,activity60,activity61,activity62,activity63,activity64,activity65,activity66,activity67,activity68,activity69,activity70,activity71,activity72
Salzkotten               ,43.43,58.27,73.21,6.88,64.07,31.26,268.26,287.05,221.18,278.34,245.56,277.65,211.85,269,270.36,202.43,259.58,278.88,297.94,230.01,287.16,254.39,286.25,220.47,277.61,282.09,214.17,271.31,275.6,209.79,266.94,268.97,286.09,220.29,277.44,244.67,242.64,176.79,233.94,254.88,189.03,246.18,237.6,254.76,213.35,239.72,256.85,215.43,211.63,228.73,187.31,241.42,175.62,232.77,263.49,197.7,254.84,249.21,183.42,240.57,269.62,286.06,220.01,265.02,281.95,215.98,230.3,247.55,181.62,191.89,210.45,144.55
Schleiden                ,-127.21,-129.17,-113.93,-174.51,-118.77,-150.35,44.52,61.97,2.27,57.85,26.41,52.84,-6.66,48.89,42.2,-17.44,38.13,55.78,73.66,14.13,69.68,38.27,62.6,3.16,58.69,52.94,-6.7,48.87,47.75,-11.88,43.69,43.29,61.25,1.76,57.31,25.9,14.58,-45.14,10.45,25.84,-33.91,21.68,12.26,30.3,-5.02,16.13,34.22,-1.08,-12.77,5.24,-30.09,16.34,-43.16,12.39,37.49,-22.04,33.51,25.27,-34.17,21.37,58.35,74.79,14.7,47.75,64.55,4.59,9.5,26.55,-33.31,-29.89,-12.67,-72.45
Schwerte                 ,64.54,80.06,98.9,33.9,90.89,58.26,291.43,311.55,247.17,304.1,271.52,304.71,240.42,297.34,294.75,230.42,287.35,302.66,323.09,258.77,315.7,283.13,313.95,249.68,306.6,305.67,241.33,298.26,301.15,236.83,293.76,292.59,313.2,248.91,305.83,273.26,265.61,201.24,258.17,277.48,213.1,270.03,259.13,281.88,241.96,261.9,284.65,244.72,235.53,256.13,216.2,268.47,204.18,261.11,290.36,226.06,282.99,276.56,212.29,269.21,289.51,310.28,245.64,284.89,306.19,239.54,250.39,269.93,205.45,213.36,233.15,168.71
Selm                     ,49.6,66.55,79.53,16.22,67.13,35.24,280.49,297.04,231.94,282.83,250.95,287.13,224.18,275.07,278.99,216.02,266.92,291.1,305.78,242.82,293.71,261.83,295.3,232.35,283.24,290.18,227.21,278.1,285.67,222.71,273.6,280.67,295.47,232.52,283.41,251.54,251.65,188.67,239.57,264.17,201.19,252.08,248.94,263.77,219.84,251.07,265.86,221.93,223.25,238.03,194.09,250.91,187.96,238.85,273.24,210.28,261.17,258.09,195.14,246.03,282.2,296.59,233.48,277.13,293.06,230,242.55,258.76,195.73,205.16,221.55,158.54
Siegen                   ,9.16,19.64,38.73,-19.63,35.69,4.45,208.13,233.89,176.72,231.83,200.77,225.25,167.17,222.24,213.37,156.24,211.34,218.22,245.15,187.03,242.1,211.07,235.41,177.4,232.46,226.54,168.35,224.54,221.85,163.69,219.88,206.67,233.73,175.66,230.73,199.71,186.44,129.25,184.36,196.94,139.71,194.83,177.05,204.28,170.31,180.38,207.63,173.67,151.1,178.24,144.25,188.89,130.81,185.88,209.79,151.68,206.75,199.22,141.23,196.29,212.42,236.66,178.93,204.5,229.23,171.69,168.08,193.16,135.74,129.97,155.3,97.97
Soest                    ,86.67,109.3,126.86,61.28,118.38,85.65,322.45,344.37,279.34,336.39,303.71,339.45,274.5,331.55,329.49,264.51,321.56,335.38,357.67,292.71,349.75,317.07,348.55,283.62,340.66,340.08,275.09,332.14,336.26,271.29,328.33,325.51,347.97,283.03,340.08,307.4,300.69,235.68,292.73,312.3,247.28,304.33,293.91,316.41,275.84,296.21,318.68,278.11,267.95,290.39,249.81,303.22,238.27,295.32,325.2,260.25,317.3,311.02,246.09,303.13,322.66,341.22,275.96,316.8,338,272.83,282.75,304.31,239.19,245.97,267.76,202.58
Sonsbeck                 ,-19.09,-4.94,8.52,-54.16,-3.33,-35.15,194.34,209.7,147.41,198.21,166.42,201.11,138.88,189.67,192.53,130.27,181.06,204.01,219.6,157.34,208.14,176.35,209.53,147.31,198.1,204.14,141.89,192.68,199.62,137.37,188.17,193.75,209.48,147.25,198.04,166.25,165.24,102.96,153.76,177.58,115.3,166.1,162.23,178,134.77,164.42,180.16,136.93,136.43,152.14,108.91,164.82,102.59,153.38,187.03,124.8,175.59,172.36,110.14,160.93,202.3,213.18,150.74,192.22,207.7,145.32,156.64,172.39,110.05,118.74,134.68,71.6
Straelen                 ,22.52,35.89,53.63,-7.49,43.16,11.5,243.26,263.06,202.52,253.12,221.51,254.14,193.67,244.27,244.54,184.03,234.63,252.83,272.89,212.39,262.99,231.38,263.22,202.77,253.36,257.1,196.6,247.2,252.75,192.27,242.86,242.43,262.64,202.17,252.77,221.16,217.41,156.88,207.48,230.08,169.55,220.15,211.64,231.92,190.45,213.83,234.08,192.6,185.7,205.92,164.44,217.71,157.24,207.84,239.8,179.33,229.92,226.36,165.91,216.5,244.13,262.92,202.13,237.94,257.99,197.29,202.81,223.18,161.44,165.31,184.8,124.2
Suedlohn                 ,31.62,46.53,53.53,1.88,58.44,28.7,237.86,252.33,200.62,257.04,227.43,245.97,195.58,251.96,234.22,183.7,240.1,248.92,262.69,212.21,268.6,239.01,255.64,205.29,261.67,247.24,196.76,253.15,243.51,193.06,249.45,240.45,254.51,204.13,260.51,230.93,207.71,156.03,212.44,220.55,168.88,225.29,210.22,224.4,200.85,211.49,225.58,202.01,183.27,197.32,173.73,209.62,159.22,215.61,231.49,181.08,237.46,219.03,168.69,225.06,242.52,254.75,203.68,235.57,248.33,197.42,199.76,212.88,162.09,161.24,175.39,123.58
Tecklenburg              ,63.25,80.45,85.95,29.1,86.62,56.03,290.51,297.95,241.67,299.13,268.59,290.29,234.09,291.55,280.13,223.89,281.35,300.2,307.88,251.65,309.11,278.57,299.01,242.82,300.27,292.67,236.44,293.9,288.21,231.99,289.45,290.88,298.77,242.57,300.03,269.49,252.47,196.2,253.67,264.91,208.64,266.1,259.82,267.77,238.5,261.84,269.75,240.47,233.66,241.54,212.26,254.1,197.9,255.35,275.91,219.71,277.16,262.28,206.09,263.55,291.19,298.29,241.78,286.5,294.11,237.69,250.66,259.7,203.34,213.37,222.64,166.31
UebachPalenberg          ,15.56,29.94,45.43,-17.66,38.92,6.64,224.68,247.53,184.13,240.6,208.41,240.73,178.57,235.02,229.68,167.45,223.91,236.84,259,196.8,253.26,221.08,250.45,188.33,244.78,239.76,177.51,233.98,235.34,173.11,229.57,226.75,249.1,186.95,243.4,211.23,200.52,137.11,193.58,212.5,149.08,205.56,195.23,217.63,179.77,198.52,220.93,183.07,169.72,192.07,154.19,204.53,142.37,198.83,225.78,163.61,220.06,212.56,150.43,206.88,228.46,249.15,186.51,222,243.19,180.67,185.68,207.99,145.55,148.08,170.63,108.26
Waltrop                  ,60.84,78.68,78.38,19.08,76.91,46.05,293.66,296.83,237.82,295.64,264.78,285.89,226.91,284.72,277.98,218.98,276.8,303.43,304.7,245.71,303.52,272.67,293.99,235.02,292.83,289.53,230.54,288.35,284.91,225.92,283.74,292.83,294.21,235.23,293.04,262.19,251.03,192.03,249.84,263.66,204.66,262.47,261.16,262.57,230.55,263.32,264.69,232.67,235.53,236.89,204.87,249.67,190.69,248.51,272.04,213.06,270.87,256.84,197.87,255.68,295,296.05,236.93,290,292.58,233.51,255.41,258.25,199.21,217.98,220.99,161.96
Werl                     ,77.35,99.6,114.09,47.21,104.48,71.6,314.27,332.94,266.47,323.71,290.86,326.88,260.46,317.7,317.56,251.12,308.36,326.37,345.24,278.81,336.05,303.2,335.53,269.12,326.36,329.01,262.57,319.82,325.03,258.6,315.84,316.28,335.29,268.88,326.12,293.27,290.16,223.59,280.83,301.96,235.39,292.63,284.79,303.84,261.82,286.77,305.78,263.76,258.76,277.75,235.72,290.63,224.21,281.45,312.85,246.43,303.67,298.26,231.85,289.09,315.36,330.73,264.1,311.87,327.74,261.17,275.69,293.98,227.45,238.75,257.24,190.75
Wesseling                ,-1.3,12.55,24.93,-40.08,16.88,-15.73,210.43,229.25,164.85,221.75,189.2,221.54,157.23,214.12,211.93,147.58,204.47,220.78,240.7,176.37,233.26,200.71,230.9,166.61,223.5,223.37,159.02,215.92,219.18,154.84,211.73,209.97,230.03,165.72,222.61,190.07,184.19,119.81,176.7,196.03,131.63,188.53,178.87,198.99,159.05,181.39,201.49,161.54,153.03,173.09,133.13,185.21,120.9,177.79,207.23,142.91,199.8,193.5,129.22,186.1,212.89,231.18,165.75,206.68,224.68,160.11,171.15,189.47,124.97,133.46,151.99,87.54
Wuppertal                ,54.71,69.85,88.04,23.32,80.27,47.68,275.67,295.76,231.67,288.56,256.02,291.8,227.83,284.71,281.15,217.12,274,289.44,309.98,245.97,302.85,270.32,301.11,237.16,294.03,291.75,227.72,284.6,288.1,224.09,280.97,279.63,300.35,236.39,293.26,260.73,252.31,188.25,245.13,263.92,199.85,256.73,248.16,268.93,229.32,250.38,271.12,231.5,222.07,242.77,203.15,255.57,191.6,248.48,277.41,213.44,270.31,263.65,199.7,256.57,278.14,297.91,233.57,272.09,293.49,229.24,237.4,259.15,194.97,200.28,222.27,156.04
