year, name, alpha_plus, alpha_minus, lambda, phi_plus, phi_minus, a, b, k, strategy, fuzzy_action1, fuzzy_action2, fuzzy_action3, fuzzy_action4, fuzzy_action5, fuzzy_action6, lp_action1, lp_action2, lp_action3, income
1, Farm15, 0.2, 0.2, 0.8, 0.2, 0.2, 0.7, 0.8, 0.5, REPITITION, NA, NA, NA, NA, NA, NA, cattle, NA, NA, 37341.0, 
1, Farm16, 0.2, 0.2, 0.8, 0.2, 0.2, 0.7, 0.8, 0.5, REPITITION, NA, NA, NA, NA, NA, NA, wheat, sheep, pigs, 59325.0, 
1, Farm17, 0.2, 0.2, 0.8, 0.2, 0.2, 0.7, 0.8, 0.5, REPITITION, NA, NA, NA, NA, NA, NA, pigs, sheep, NA, 42314.0, 
1, Farm18, 0.2, 0.2, 0.8, 0.2, 0.2, 0.7, 0.8, 0.5, REPITITION, NA, NA, NA, NA, NA, NA, cattle, NA, NA, 60203.0, 
1, Farm19, 0.2, 0.2, 0.8, 0.2, 0.2, 0.7, 0.8, 0.5, REPITITION, NA, NA, NA, NA, NA, NA, pigs, NA, NA, 68436.0, 
1, Farm20, 0.2, 0.2, 0.8, 0.2, 0.2, 0.7, 0.8, 0.5, IMITATION, pigs, sheep, NA, NA, NA, NA, sheep, NA, NA, 48860.0, 
2, Farm01, 0.2, 0.2, 0.8, 0.2, 0.2, 0.7, 0.8, 0.5, IMITATION, cattle, pigs, sheep, NA, NA, NA, pigs, sheep, NA, 58097.0, 
2, Farm02, 0.2, 0.2, 0.8, 0.2, 0.2, 0.7, 0.8, 0.5, IMITATION, sheep, NA, NA, NA, NA, NA, sheep, NA, NA, 45061.0, 
2, Farm03, 0.2, 0.2, 0.8, 0.2, 0.2, 0.7, 0.8, 0.5, REPITITION, NA, NA, NA, NA, NA, NA, wheat, NA, NA, 53341.0, 
2, Farm04, 0.2, 0.2, 0.8, 0.2, 0.2, 0.7, 0.8, 0.5, REPITITION, NA, NA, NA, NA, NA, NA, maize, wheat, cattle, 52483.0, 
2, Farm05, 0.2, 0.2, 0.8, 0.2, 0.2, 0.7, 0.8, 0.5, REPITITION, NA, NA, NA, NA, NA, NA, cattle, sheep, NA, 47238.0, 
2, Farm06, 0.2, 0.2, 0.8, 0.2, 0.2, 0.7, 0.8, 0.5, REPITITION, NA, NA, NA, NA, NA, NA, cattle, NA, NA, 44434.0, 
2, Farm07, 0.2, 0.2, 0.8, 0.2, 0.2, 0.7, 0.8, 0.5, REPITITION, NA, NA, NA, NA, NA, NA, wheat, cattle, NA, 43925.0, 
2, Farm08, 0.2, 0.2, 0.8, 0.2, 0.2, 0.7, 0.8, 0.5, IMITATION, pigs, sheep, NA, NA, NA, NA, sheep, NA, NA, 43669.0, 
2, Farm09, 0.2, 0.2, 0.8, 0.2, 0.2, 0.7, 0.8, 0.5, EXIT, NA, NA, NA, NA, NA, NA, NA, NA, NA, 22616.0, 
2, Farm10, 0.2, 0.2, 0.8, 0.2, 0.2, 0.7, 0.8, 0.5, EXIT, NA, NA, NA, NA, NA, NA, NA, NA, NA, 58193.0, 
2, Farm11, 0.2, 0.2, 0.8, 0.2, 0.2, 0.7, 0.8, 0.5, REPITITION, NA, NA, NA, NA, NA, NA, NA, NA, NA, 54786.0, 
2, Farm12, 0.2, 0.2, 0.8, 0.2, 0.2, 0.7, 0.8, 0.5, IMITATION, pigs, sheep, NA, NA, NA, NA, sheep, NA, NA, 85214.0, 
2, Farm13, 0.2, 0.2, 0.8, 0.2, 0.2, 0.7, 0.8, 0.5, REPITITION, NA, NA, NA, NA, NA, NA, pigs, NA, NA, 49063.0, 
2, Farm14, 0.2, 0.2, 0.8, 0.2, 0.2, 0.7, 0.8, 0.5, IMITATION, cattle, pigs, sheep, NA, NA, NA, pigs, sheep, NA, 40755.0, 
2, Farm15, 0.2, 0.2, 0.8, 0.2, 0.2, 0.7, 0.8, 0.5, REPITITION, NA, NA, NA, NA, NA, NA, cattle, NA, NA, 39438.0, 
2, Farm16, 0.2, 0.2, 0.8, 0.2, 0.2, 0.7, 0.8, 0.5, REPITITION, NA, NA, NA, NA, NA, NA, wheat, sheep, pigs, 43635.0, 
2, Farm17, 0.2, 0.2, 0.8, 0.2, 0.2, 0.7, 0.8, 0.5, REPITITION, NA, NA, NA, NA, NA, NA, pigs, sheep, NA, 47394.0, 
2, Farm18, 0.2, 0.2, 0.8, 0.2, 0.2, 0.7, 0.8, 0.5, REPITITION, NA, NA, NA, NA, NA, NA, cattle, NA, NA, 27888.0, 
2, Farm19, 0.2, 0.2, 0.8, 0.2, 0.2, 0.7, 0.8, 0.5, REPITITION, NA, NA, NA, NA, NA, NA, pigs, NA, NA, 60982.0, 
2, Farm20, 0.2, 0.2, 0.8, 0.2, 0.2, 0.7, 0.8, 0.5, IMITATION, pigs, sheep, NA, NA, NA, NA, sheep, NA, NA, 50086.0, 
